steamId,firstReleaseDate,copiesSold,price,revenue,reviewScore
418530,2020-09-29T04:00:00.000Z,708502,19.99,10773642,93
1096530,2020-10-20T04:00:00.000Z,698495,29.99,10728431,87
895870,2020-12-01T05:00:00.000Z,571122,24.99,10652012,94
903950,2020-03-26T04:00:00.000Z,480030,29.99,10605838,62
1211020,2020-07-08T04:00:00.000Z,750516,24.99,10281159,97
536270,2020-08-27T04:00:00.000Z,766392,39.99,10116879,78
1483870,2020-12-27T05:00:00.000Z,4866301,2.99,9907633,84
1106840,2020-05-08T04:00:00.000Z,1039713,14.99,9861321,86
1139980,2020-07-28T04:00:00.000Z,858299,17.99,9850826,88
1167450,2020-02-13T05:00:00.000Z,289933,49.99,9734781,85
1333350,2020-08-14T04:00:00.000Z,523774,0,9647035,80
1262240,2020-06-04T04:00:00.000Z,1179911,29.99,9509714,71
960990,2020-06-18T04:00:00.000Z,1584379,19.99,9442274,88
601840,2020-06-14T04:00:00.000Z,843972,19.99,9414532,94
1377380,2020-08-27T04:00:00.000Z,538028,29.99,9341006,77
979110,2020-05-21T04:00:00.000Z,636642,22.99,9272822,86
682990,2020-04-16T04:00:00.000Z,997847,19.99,9120130,87
638230,2020-06-11T04:00:00.000Z,1375685,14.99,9107647,94
1262580,2020-06-18T04:00:00.000Z,1581231,29.99,9016912,86
1178490,2020-01-06T05:00:00.000Z,1331366,12.99,8919909,90
1038250,2020-11-05T05:00:00.000Z,262299,59.99,8914412,54
1367550,2020-10-15T04:00:00.000Z,672902,19.99,8726195,94
1054490,2020-09-17T04:00:00.000Z,715365,19.99,8688932,94
1307890,2020-11-02T05:00:00.000Z,532062,19.99,8616243,91
1071870,2020-03-26T04:00:00.000Z,1361701,14.99,8313821,86
1262540,2020-06-04T04:00:00.000Z,1019636,29.99,8311098,70
1194630,2020-10-29T04:00:00.000Z,562608,19.99,8147810,74
1302240,2020-10-28T04:00:00.000Z,1187557,9.99,8120755,85
1184050,2020-04-28T04:00:00.000Z,244605,29.99,8108330,75
1267910,2020-11-19T05:00:00.000Z,1243739,9.99,8017871,90
1030210,2020-06-13T04:00:00.000Z,360296,39.99,7912628,47
985890,2020-04-30T04:00:00.000Z,539005,24.99,7695677,93
1062160,2020-05-28T04:00:00.000Z,975728,14.99,7507434,95
933820,2020-04-02T04:00:00.000Z,810526,24.99,7374447,77
1286350,2020-09-15T04:00:00.000Z,554731,19.99,7268709,91
1128810,2020-02-19T05:00:00.000Z,8723049,0,7240060,80
960690,2020-03-26T04:00:00.000Z,463733,19.99,7138711,93
1292630,2020-07-14T04:00:00.000Z,761199,0,7114249,63
924980,2020-04-24T04:00:00.000Z,199142,49.99,7098846,92
1201240,2020-08-17T04:00:00.000Z,1492558,0,7095509,88
1284410,2020-05-19T04:00:00.000Z,2503543,0,7016830,86
1238000,2020-06-11T04:00:00.000Z,838781,39.99,6917333,74
1361000,2020-10-16T04:00:00.000Z,1059800,9.99,6879697,75
1150080,2020-02-13T05:00:00.000Z,240130,39.99,6695911,69
746850,2020-04-23T04:00:00.000Z,604216,19.99,6565654,88
882100,2020-04-23T04:00:00.000Z,781547,19.99,6552687,71
897450,2020-10-09T04:00:00.000Z,1131878,32.99,6544296,77
1123770,2020-03-03T05:00:00.000Z,713441,19.99,6508936,84
1223750,2020-03-03T05:00:00.000Z,401938,19.99,6506886,86
970830,2020-09-17T04:00:00.000Z,305644,34.99,6474632,87
965580,2020-08-20T04:00:00.000Z,645052,14.99,6446241,90
960910,2020-06-18T04:00:00.000Z,1111543,19.99,6426937,85
1328660,2020-11-06T05:00:00.000Z,778704,29.99,6385255,81
1150640,2020-03-24T04:00:00.000Z,300570,39.99,6259583,82
420560,2020-11-17T05:00:00.000Z,325717,24.99,6241630,81
604540,2020-12-01T05:00:00.000Z,207150,39.99,6134209,48
1166860,2020-06-24T04:00:00.000Z,200332,39.99,6046107,93
839770,2020-12-03T05:00:00.000Z,283288,24.99,6020196,73
1009290,2020-07-09T04:00:00.000Z,168127,59.99,5970793,61
1058650,2020-10-21T04:00:00.000Z,258177,9.99,5956025,63
773790,2020-03-19T04:00:00.000Z,255738,24.99,5857885,95
1213740,2020-04-29T04:00:00.000Z,480606,15.99,5714734,87
1291340,2020-06-30T04:00:00.000Z,1406997,5.99,5689747,95
848480,2020-12-03T05:00:00.000Z,317622,24.99,5652487,95
1262560,2020-06-18T04:00:00.000Z,1298388,19.99,5565242,77
913740,2020-02-20T05:00:00.000Z,401577,19.99,5542362,90
1227530,2020-10-14T04:00:00.000Z,443694,29.99,5533593,82
1410710,2020-10-06T04:00:00.000Z,364759,29.99,5491421,82
1240210,2020-08-06T04:00:00.000Z,597352,12.99,5466478,98
1238060,2020-06-18T04:00:00.000Z,837940,19.99,5430540,73
1230140,2020-06-18T04:00:00.000Z,498213,20.99,5419037,99
793460,2020-04-23T04:00:00.000Z,501695,24.99,5353602,90
1115690,2020-03-06T05:00:00.000Z,573270,19.99,5348662,87
1101190,2020-02-21T05:00:00.000Z,191117,29.99,5142562,66
803050,2020-12-03T05:00:00.000Z,259675,29.99,5131096,76
1163550,2020-08-01T00:00:00.000Z,216163,39.99,5126035,71
846770,2020-11-06T05:00:00.000Z,505759,19.99,5088334,91
684450,2020-10-22T04:00:00.000Z,277695,29.99,4985110,71
1238820,2020-06-11T04:00:00.000Z,930706,39.99,4950992,71
1024650,2020-09-25T04:00:00.000Z,160576,39.99,4853046,58
674500,2020-05-20T04:00:00.000Z,385204,19.99,4828641,79
798490,2020-07-27T04:00:00.000Z,292665,29.99,4821521,82
978520,2020-03-19T04:00:00.000Z,411976,19.99,4780273,79
1294760,2020-10-22T04:00:00.000Z,270119,19.99,4756870,84
1147550,2020-01-30T05:00:00.000Z,527787,24.99,4731037,94
1356670,2020-11-10T05:00:00.000Z,216384,29.99,4675676,92
1189630,2020-04-30T04:00:00.000Z,455465,34.99,4649721,78
999220,2020-10-20T04:00:00.000Z,323242,29.99,4582219,77
1196310,2020-08-27T04:00:00.000Z,56891,0,4582200,82
978780,2020-07-14T04:00:00.000Z,166613,39.99,4555539,94
1225570,2020-06-04T04:00:00.000Z,1082101,19.99,4525339,79
1266840,2020-05-01T04:00:00.000Z,292464,24.99,4521497,81
1250650,2020-03-16T04:00:00.000Z,81527,69.99,4389561,76
1434480,2020-10-30T04:00:00.000Z,261164,34.99,4262361,98
1368820,2020-09-24T04:00:00.000Z,375076,19.99,4071736,88
1233570,2020-06-04T04:00:00.000Z,993083,19.99,4050422,80
1261040,2020-08-21T04:00:00.000Z,413654,19.99,4044956,77
1158940,2020-09-09T04:00:00.000Z,420974,14.99,3978981,87
753650,2020-10-27T04:00:00.000Z,451370,9.99,3970181,82
1349230,2020-07-22T04:00:00.000Z,447087,11.99,3966244,97
407130,2020-02-20T05:00:00.000Z,393329,19.99,3954272,88
1162750,2020-09-21T04:00:00.000Z,177018,24.99,3935322,96
1000010,2020-10-16T04:00:00.000Z,263871,19.99,3831009,85
1455630,2020-12-11T05:00:00.000Z,552601,12.49,3727502,79
486860,2020-01-06T05:00:00.000Z,160986,24.99,3670883,86
1199030,2020-06-18T04:00:00.000Z,372834,19.99,3661820,90
1468260,2020-12-04T05:00:00.000Z,2061165,0,3631871,94
520950,2020-05-07T04:00:00.000Z,201419,29.99,3596682,72
1324780,2020-11-10T05:00:00.000Z,584213,8.99,3594773,90
1318690,2020-05-24T04:00:00.000Z,1205227,9.99,3573471,96
550320,2020-09-23T04:00:00.000Z,223168,24.99,3567013,93
1281630,2020-06-25T04:00:00.000Z,482176,14.99,3545864,82
964800,2020-11-09T05:00:00.000Z,170162,24.99,3461634,93
874390,2020-08-04T04:00:00.000Z,365691,14.99,3402153,94
991170,2020-06-15T04:00:00.000Z,264173,19.99,3359814,82
996770,2020-04-28T04:00:00.000Z,276301,24.99,3344491,80
1182020,2020-04-13T04:00:00.000Z,570721,0,3287002,62
1222800,2020-04-02T04:00:00.000Z,74403,0,3248821,74
628670,2020-07-30T04:00:00.000Z,125501,34.99,3228421,73
981430,2020-03-27T04:00:00.000Z,241005,19.99,3162849,89
1072040,2020-03-19T04:00:00.000Z,108300,39.99,3110156,85
1296770,2020-06-18T04:00:00.000Z,416228,9.99,3085441,94
1161490,2020-04-23T04:00:00.000Z,158422,19.99,3084513,89
1406990,2020-11-26T05:00:00.000Z,506021,9.99,3077358,97
1216710,2020-08-23T04:00:00.000Z,583671,9.99,3031837,93
1072500,2020-01-09T05:00:00.000Z,121812,49.99,3028598,70
914800,2020-01-29T05:00:00.000Z,386963,12.99,3009566,95
378760,2020-05-01T04:00:00.000Z,402318,0,2912276,74
983970,2020-12-03T05:00:00.000Z,307756,24.99,2900338,89
1343670,2020-12-16T05:00:00.000Z,397442,14.99,2862598,85
1018830,2020-02-28T05:00:00.000Z,310338,14.99,2775425,90
1215390,2020-06-12T04:00:00.000Z,289883,14.99,2733363,96
1260820,2020-04-24T04:00:00.000Z,159315,24.99,2729044,92
567630,2020-10-20T04:00:00.000Z,596786,0,2718388,76
1249800,2020-10-28T04:00:00.000Z,108343,34.99,2672564,63
1345820,2020-12-17T05:00:00.000Z,220715,24.99,2646705,94
1142100,2020-09-17T04:00:00.000Z,84349,39.99,2643426,57
1049890,2020-06-23T04:00:00.000Z,252583,24.99,2631773,84
991270,2020-03-23T04:00:00.000Z,79080,59.99,2618327,91
1186640,2020-10-23T04:00:00.000Z,280439,29.99,2615280,91
1238040,2020-06-04T04:00:00.000Z,441741,29.99,2586596,81
1282590,2020-08-20T04:00:00.000Z,294822,19.99,2570969,82
1079260,2020-12-17T05:00:00.000Z,243867,14.99,2551300,97
1360980,2020-07-27T04:00:00.000Z,335885,9.99,2534459,84
1207650,2020-12-04T05:00:00.000Z,369683,19.99,2529000,93
691260,2020-10-22T04:00:00.000Z,96304,19.99,2514283,83
1140270,2020-10-23T04:00:00.000Z,341019,11.99,2512326,97
1233260,2020-07-29T04:00:00.000Z,73150,59.99,2487432,74
675690,2020-11-12T05:00:00.000Z,157168,0,2472666,72
1227690,2020-04-28T04:00:00.000Z,597193,24.99,2463713,95
1176710,2020-10-15T04:00:00.000Z,190818,15.99,2390802,75
1353300,2020-07-27T04:00:00.000Z,957352,0,2389722,85
1264250,2020-10-16T04:00:00.000Z,98313,34.99,2367950,77
1058450,2020-03-12T04:00:00.000Z,151826,39.99,2354155,88
473950,2020-10-20T04:00:00.000Z,261487,19.99,2334750,95
999020,2020-02-25T05:00:00.000Z,158141,29.99,2318972,76
1360000,2020-08-06T04:00:00.000Z,200038,15.99,2260778,85
1262600,2020-06-04T04:00:00.000Z,478182,19.99,2252625,75
1166290,2020-02-20T05:00:00.000Z,572194,12.99,2233708,87
1238080,2020-06-04T04:00:00.000Z,334872,19.99,2163560,62
1040230,2020-06-17T04:00:00.000Z,261605,19.99,2160747,89
911430,2020-03-31T04:00:00.000Z,109814,24.99,2123021,74
873840,2020-06-23T04:00:00.000Z,134942,19.99,2120342,71
1352330,2020-08-24T04:00:00.000Z,495533,0,2092582,78
667610,2020-12-17T05:00:00.000Z,67941,29.99,2071810,63
1129190,2020-11-16T05:00:00.000Z,198014,0,2055896,99
1314140,2020-10-29T04:00:00.000Z,71372,34.99,2042613,76
1172450,2020-10-27T04:00:00.000Z,197871,19.99,2029083,96
1420770,2020-11-26T05:00:00.000Z,92148,24.99,2027956,82
1018800,2020-01-20T05:00:00.000Z,244142,14.99,1968196,92
1277930,2020-12-18T05:00:00.000Z,104089,34.99,1965212,98
1098292,2020-10-20T04:00:00.000Z,255437,19.99,1960375,67
1104380,2020-03-26T04:00:00.000Z,108223,24.99,1938548,97
1216320,2020-03-23T04:00:00.000Z,182833,17.99,1898848,87
654890,2020-08-21T04:00:00.000Z,52361,44.99,1893621,76
651670,2020-09-08T04:00:00.000Z,150832,24.99,1885313,83
1437880,2020-11-12T05:00:00.000Z,387982,6.99,1877581,80
1264710,2020-03-27T04:00:00.000Z,113166,19.99,1848702,93
739650,2020-10-01T04:00:00.000Z,89872,29.99,1848555,78
1069650,2020-03-04T05:00:00.000Z,81096,29.99,1833510,79
979640,2020-05-15T04:00:00.000Z,117135,19.99,1821077,77
566440,2020-09-07T04:00:00.000Z,120916,19.99,1812293,56
1293820,2020-05-25T04:00:00.000Z,110124,29.99,1789522,96
1237980,2020-06-11T04:00:00.000Z,330361,19.99,1784953,79
1402320,2020-12-10T05:00:00.000Z,43543,39.99,1772110,63
1397920,2020-09-30T04:00:00.000Z,1331452,0,1771201,92
1238020,2020-06-11T04:00:00.000Z,136300,29.99,1770064,76
1179680,2020-07-24T04:00:00.000Z,185127,0,1712574,62
1173400,2020-12-21T05:00:00.000Z,160385,11.99,1702071,86
757320,2020-09-17T04:00:00.000Z,343857,14.99,1693529,92
893850,2020-03-05T05:00:00.000Z,153010,14.99,1681402,92
1119700,2020-09-10T04:00:00.000Z,88712,24.99,1655483,72
1042490,2020-12-08T05:00:00.000Z,186760,19.99,1645742,88
1263370,2020-06-12T04:00:00.000Z,688351,3.99,1622501,85
988910,2020-05-13T04:00:00.000Z,72223,44.99,1613243,91
1178220,2020-11-17T05:00:00.000Z,99233,19.99,1611488,92
1062830,2020-05-21T04:00:00.000Z,173595,19.99,1588274,87
998740,2020-10-15T04:00:00.000Z,106872,19.99,1582113,92
1450830,2020-11-19T05:00:00.000Z,127753,15.99,1580604,94
1075740,2020-07-30T04:00:00.000Z,140594,19.99,1574929,79
1191630,2020-05-28T04:00:00.000Z,72004,29.99,1573449,90
1282210,2020-09-03T04:00:00.000Z,84708,24.99,1542843,87
1154810,2020-09-24T04:00:00.000Z,124381,19.99,1541452,91
938560,2020-08-21T04:00:00.000Z,202784,14.99,1538568,91
909660,2020-07-22T04:00:00.000Z,78099,29.99,1534523,86
1154040,2020-11-03T05:00:00.000Z,150903,19.99,1530902,88
1225560,2020-06-04T04:00:00.000Z,382925,19.99,1529310,90
1305420,2020-07-25T04:00:00.000Z,228169,4.99,1514694,87
730390,2020-10-15T04:00:00.000Z,85553,24.99,1507198,82
1334040,2020-07-02T04:00:00.000Z,152570,19.99,1503246,84
466630,2020-01-29T05:00:00.000Z,152141,19.99,1498088,97
1292040,2020-09-04T04:00:00.000Z,88931,19.99,1494699,80
1236720,2020-04-16T04:00:00.000Z,100647,24.99,1464018,92
965680,2020-08-13T04:00:00.000Z,150360,14.99,1457701,97
850320,2020-12-03T05:00:00.000Z,171423,24.99,1457516,80
785790,2020-10-22T04:00:00.000Z,162029,19.99,1454183,94
1262460,2020-04-03T04:00:00.000Z,104701,19.99,1441612,89
720560,2020-10-14T04:00:00.000Z,96150,21.99,1435807,86
1264670,2020-07-09T04:00:00.000Z,75074,29.99,1419849,69
1358250,2020-08-07T04:00:00.000Z,166303,9.99,1418828,91
1202900,2020-03-26T04:00:00.000Z,349127,7.99,1415872,91
1292940,2020-10-14T04:00:00.000Z,621650,4.99,1413199,98
1196630,2020-08-28T04:00:00.000Z,219089,19.99,1402099,91
1129310,2020-04-14T04:00:00.000Z,83049,19.99,1397695,91
1203630,2020-03-12T04:00:00.000Z,153421,19.99,1394645,93
1022310,2020-01-28T05:00:00.000Z,74293,29.99,1392089,62
1040420,2020-08-13T04:00:00.000Z,136211,24.99,1375367,88
1075190,2020-10-06T04:00:00.000Z,96839,19.99,1375114,70
1233880,2020-09-10T04:00:00.000Z,65671,39.99,1372761,88
991560,2020-02-27T05:00:00.000Z,68249,59.99,1371885,52
1205950,2020-01-31T05:00:00.000Z,83371,19.99,1369556,80
1440440,2020-12-02T05:00:00.000Z,91636,19.99,1369492,93
1209490,2020-03-17T04:00:00.000Z,261236,9.99,1365954,75
1213700,2020-05-07T04:00:00.000Z,284219,19.99,1361651,85
1259840,2020-05-28T04:00:00.000Z,125980,19.99,1359121,91
956030,2020-07-22T04:00:00.000Z,198221,19.99,1357773,95
1379130,2020-09-03T04:00:00.000Z,63605,0,1346527,59
897220,2020-02-05T05:00:00.000Z,68682,44.99,1344565,99
1148590,2020-03-19T04:00:00.000Z,601036,4.99,1341709,93
1112890,2020-12-15T05:00:00.000Z,152601,11.99,1333556,87
1227780,2020-02-19T05:00:00.000Z,66535,24.99,1313556,80
1333360,2020-07-17T04:00:00.000Z,91351,19.99,1312607,81
1120810,2020-08-14T04:00:00.000Z,138746,17.99,1311955,84
1100260,2020-04-15T04:00:00.000Z,160287,15.99,1304306,90
968970,2020-04-30T04:00:00.000Z,99616,19.99,1301228,71
1173370,2020-12-07T05:00:00.000Z,1971910,0,1284728,83
765810,2020-11-17T05:00:00.000Z,102921,19.99,1282610,84
1149440,2020-04-21T04:00:00.000Z,51966,39.99,1277210,77
1355090,2020-12-22T05:00:00.000Z,79262,29.99,1271536,85
909320,2020-08-25T04:00:00.000Z,74840,24.99,1254741,65
1152300,2020-01-14T05:00:00.000Z,48292,39.99,1241323,92
1314820,2020-08-13T04:00:00.000Z,34088,39.99,1226861,86
1160220,2020-09-04T04:00:00.000Z,125069,19.99,1226091,93
1232460,2020-10-14T04:00:00.000Z,41084,59.99,1222578,75
1037020,2020-02-06T05:00:00.000Z,131977,16.99,1218766,87
914010,2020-04-30T04:00:00.000Z,109929,18.99,1208572,82
334310,2020-04-08T04:00:00.000Z,108083,19.99,1200127,86
1101360,2020-07-21T04:00:00.000Z,100622,29.99,1196216,75
1022980,2020-09-10T04:00:00.000Z,71302,19.99,1191401,80
906100,2020-05-21T04:00:00.000Z,116462,24.99,1183400,78
1232580,2020-04-08T04:00:00.000Z,65562,24.99,1179682,84
823910,2020-02-07T05:00:00.000Z,151369,9.99,1174623,94
1275890,2020-06-11T04:00:00.000Z,139743,9.99,1167192,98
1100410,2020-01-24T05:00:00.000Z,87174,19.99,1166586,57
1194930,2020-01-17T05:00:00.000Z,86669,24.99,1148024,69
1102930,2020-03-31T04:00:00.000Z,86136,14.99,1136494,91
1232420,2020-05-14T04:00:00.000Z,49761,0,1123834,65
1008020,2020-01-09T05:00:00.000Z,144656,9.99,1118372,88
1202540,2020-02-28T05:00:00.000Z,129487,19.99,1117792,97
1337010,2020-12-11T05:00:00.000Z,184421,16.99,1114990,98
1054510,2020-06-01T04:00:00.000Z,209486,11.99,1114746,87
1135810,2020-11-20T05:00:00.000Z,96531,17.99,1107641,93
1386900,2020-11-10T05:00:00.000Z,78981,29.99,1103910,86
962580,2020-06-16T04:00:00.000Z,69802,19.99,1090563,75
1369370,2020-08-31T04:00:00.000Z,29314,59.99,1088072,82
1181830,2020-02-14T05:00:00.000Z,103422,13.99,1082441,88
1000030,2020-01-29T05:00:00.000Z,96899,19.99,1069989,91
1449280,2020-11-17T05:00:00.000Z,113415,24.99,1048935,90
1238880,2020-06-11T04:00:00.000Z,208902,39.99,1043133,69
1207780,2020-01-17T05:00:00.000Z,443305,2.99,1028649,90
964570,2020-02-18T05:00:00.000Z,60646,29.99,1025644,78
1057750,2020-02-19T05:00:00.000Z,178976,17.99,1019719,69
1286710,2020-06-22T04:00:00.000Z,93335,14.99,1012273,97
1244950,2020-08-20T04:00:00.000Z,112505,19.99,1006878,68
1394800,2020-10-03T04:00:00.000Z,345338,3.99,1006445,81
1149550,2020-01-23T05:00:00.000Z,49520,39.99,993431,93
1154840,2020-12-03T05:00:00.000Z,41274,39.99,990406,87
890720,2020-04-03T04:00:00.000Z,142545,14.99,968090,87
1394100,2020-11-12T05:00:00.000Z,61802,17.99,964862,88
826940,2020-07-28T04:00:00.000Z,88459,24.99,962074,79
1472660,2020-12-23T05:00:00.000Z,116198,19.99,961997,79
1135830,2020-04-27T04:00:00.000Z,63700,24.99,950666,90
1082180,2020-03-19T04:00:00.000Z,52294,29.99,940183,84
878670,2020-11-19T05:00:00.000Z,132201,29.99,937971,74
1348390,2020-10-15T04:00:00.000Z,25913,59.99,933705,80
760650,2020-10-27T04:00:00.000Z,51293,24.99,933575,57
1106530,2020-01-10T05:00:00.000Z,99691,12.99,932776,88
1060220,2020-03-10T04:00:00.000Z,36083,49.99,923416,73
1145960,2020-01-09T05:00:00.000Z,478317,3.99,920839,94
712190,2020-02-25T05:00:00.000Z,63485,19.99,906317,69
1233270,2020-02-27T05:00:00.000Z,71035,19.99,902615,86
1179210,2020-08-13T04:00:00.000Z,128070,12.99,902008,95
899310,2020-03-25T04:00:00.000Z,47319,19.99,893902,73
1186040,2020-12-01T05:00:00.000Z,180064,14.99,884550,57
1372320,2020-09-09T04:00:00.000Z,95438,17.99,852006,95
711980,2020-06-19T04:00:00.000Z,50964,19.99,849713,85
1102130,2020-02-13T05:00:00.000Z,374587,5.99,846257,93
1178790,2020-12-02T05:00:00.000Z,80445,19.99,846192,76
1021770,2020-03-25T04:00:00.000Z,343037,4.99,844556,89
1163590,2020-01-16T05:00:00.000Z,41853,29.99,841898,82
1173200,2020-02-03T05:00:00.000Z,116455,14.99,835228,83
1146310,2020-07-16T04:00:00.000Z,45606,34.99,834038,88
1114220,2020-06-01T04:00:00.000Z,132304,14.99,828352,87
1301390,2020-06-24T04:00:00.000Z,52334,19.99,827861,81
1135910,2020-07-16T04:00:00.000Z,71132,39.99,826103,68
1100140,2020-06-05T04:00:00.000Z,66887,14.99,825705,99
994910,2020-09-23T04:00:00.000Z,262614,0,824707,85
1226510,2020-09-22T04:00:00.000Z,54700,19.99,814191,69
1318090,2020-07-21T04:00:00.000Z,43605,19.99,814073,92
1089830,2020-02-04T05:00:00.000Z,51534,24.99,809747,88
883360,2020-06-11T04:00:00.000Z,46460,19.99,809514,88
1107790,2020-03-31T04:00:00.000Z,129990,14.99,809446,78
995980,2020-07-31T04:00:00.000Z,59992,19.99,807159,85
1292690,2020-08-14T04:00:00.000Z,84944,9.99,805999,92
