steamId,firstReleaseDate,copiesSold,price,revenue,reviewScore
1222300,2020-05-27T04:00:00.000Z,69132,19.99,801405,83
1067540,2020-07-23T04:00:00.000Z,107548,19.99,797077,89
1283190,2020-10-08T04:00:00.000Z,97500,14.99,795783,95
1218740,2020-03-24T04:00:00.000Z,165505,0,793369,62
1373430,2020-10-23T04:00:00.000Z,62025,34.99,781240,86
1139940,2020-05-11T04:00:00.000Z,165196,10.99,779005,84
1158420,2020-11-22T05:00:00.000Z,36864,24.99,775355,74
1162650,2020-03-25T04:00:00.000Z,22497,49.99,773902,94
1239690,2020-03-06T05:00:00.000Z,600644,2.99,770054,95
1191840,2020-03-30T04:00:00.000Z,272647,4.99,766817,90
1379930,2020-09-17T04:00:00.000Z,22481,49.99,766304,62
1052990,2020-09-10T04:00:00.000Z,62010,19.99,762800,95
1356240,2020-10-29T04:00:00.000Z,57106,29.99,748346,51
1278390,2020-11-20T05:00:00.000Z,87381,14.99,747714,83
1327080,2020-10-30T04:00:00.000Z,68320,12.99,745594,85
1259740,2020-11-15T05:00:00.000Z,77018,12.99,744027,80
1217390,2020-01-14T05:00:00.000Z,66359,14.99,742814,96
1285670,2020-08-06T04:00:00.000Z,353067,2.99,739736,97
1162130,2020-08-28T04:00:00.000Z,43463,19.99,738586,59
852220,2020-10-14T04:00:00.000Z,80734,14.99,735552,77
1263070,2020-07-29T04:00:00.000Z,47916,19.99,725727,63
939100,2020-02-12T05:00:00.000Z,55221,14.99,718388,63
1190400,2020-05-19T04:00:00.000Z,27031,30,710770,87
1444650,2020-11-23T05:00:00.000Z,57539,24.99,706012,89
1328890,2020-10-22T04:00:00.000Z,52840,19.99,704471,92
817840,2020-02-25T05:00:00.000Z,45780,19.99,700814,93
1257360,2020-07-10T04:00:00.000Z,76811,14.99,700766,85
955740,2020-04-24T04:00:00.000Z,125224,7.99,698819,88
1150950,2020-05-20T04:00:00.000Z,52951,17.99,697171,94
349730,2020-08-12T04:00:00.000Z,34269,24.99,694044,75
1189440,2020-02-07T05:00:00.000Z,26205,39.99,693296,94
1049100,2020-01-02T05:00:00.000Z,94193,14.99,687000,95
1189800,2020-03-24T04:00:00.000Z,27778,29.99,686600,66
1060210,2020-04-07T04:00:00.000Z,16618,59.99,685439,67
1220170,2020-05-06T04:00:00.000Z,69226,14.99,685211,72
1146630,2020-02-06T05:00:00.000Z,621399,1.99,672742,90
1352930,2020-09-16T04:00:00.000Z,70222,17.99,670145,90
1084640,2020-11-05T05:00:00.000Z,58829,19.99,667617,95
1276660,2020-12-03T05:00:00.000Z,69925,16.99,667323,68
1159560,2020-10-22T04:00:00.000Z,50384,24.99,666395,90
1165870,2020-04-28T04:00:00.000Z,30459,29.99,661790,80
1178780,2020-07-31T04:00:00.000Z,32118,24.99,656593,92
1378290,2020-08-05T04:00:00.000Z,63330,14.99,656159,92
1152310,2020-01-14T05:00:00.000Z,27441,39.99,655053,90
1213750,2020-07-29T04:00:00.000Z,42613,19.99,639460,93
1126310,2020-05-22T04:00:00.000Z,80173,11.99,638932,94
1245430,2020-07-10T04:00:00.000Z,67707,19.99,638589,85
1206430,2020-09-10T04:00:00.000Z,91538,14.99,634327,84
1096520,2020-01-29T05:00:00.000Z,46764,14.99,631590,69
1140890,2020-12-03T05:00:00.000Z,57656,24.99,628384,73
1004750,2020-09-08T04:00:00.000Z,131527,29.99,625831,74
1353270,2020-11-17T05:00:00.000Z,80606,14.99,625348,85
1218280,2020-06-15T04:00:00.000Z,153931,4.99,617663,87
1151440,2020-01-23T05:00:00.000Z,33484,39.99,616286,96
1335560,2020-11-19T05:00:00.000Z,57840,19.99,612571,96
1193340,2020-10-22T04:00:00.000Z,38666,19.99,610008,48
674090,2020-11-25T05:00:00.000Z,44121,19.49,606682,59
1016790,2020-06-18T04:00:00.000Z,75237,19.99,606312,72
994140,2020-01-15T05:00:00.000Z,39955,19.99,606164,91
1259800,2020-12-16T05:00:00.000Z,50495,29.99,599161,82
1003090,2020-01-30T05:00:00.000Z,60167,14.99,595383,84
1131240,2020-08-28T04:00:00.000Z,53379,14.99,594766,68
1058770,2020-07-24T04:00:00.000Z,106501,9.99,593915,82
524910,2020-03-12T04:00:00.000Z,139100,7.99,577378,94
1384630,2020-09-28T04:00:00.000Z,75814,9.99,575445,82
609920,2020-09-10T04:00:00.000Z,51938,19.99,571626,77
1203930,2020-03-20T04:00:00.000Z,46249,19.99,559697,61
1373510,2020-11-20T05:00:00.000Z,66415,14.99,557598,90
1121420,2020-02-28T05:00:00.000Z,34676,19.99,553509,92
1140290,2020-03-06T05:00:00.000Z,55167,14.99,552520,84
1127840,2020-04-30T04:00:00.000Z,40180,19.99,552126,82
1223910,2020-09-24T04:00:00.000Z,22306,39.99,550034,45
1315980,2020-10-29T04:00:00.000Z,55875,19.99,540490,85
835650,2020-05-27T04:00:00.000Z,36396,19.99,538639,72
1384770,2020-08-05T04:00:00.000Z,68640,9.99,533748,89
1299320,2020-09-18T04:00:00.000Z,50731,12.99,533168,94
1268110,2020-09-15T04:00:00.000Z,178632,3.99,532525,87
1329510,2020-08-20T04:00:00.000Z,43734,19.99,530394,80
1164050,2020-09-22T04:00:00.000Z,102624,7.99,530329,95
1152320,2020-01-14T05:00:00.000Z,22436,39.99,529699,88
1233800,2020-08-25T04:00:00.000Z,26084,29.99,525481,84
1243960,2020-10-22T04:00:00.000Z,100801,9.99,523925,89
1223810,2020-03-16T04:00:00.000Z,14790,39.99,523861,96
910830,2020-09-22T04:00:00.000Z,25874,29.99,521936,64
1082680,2020-09-29T04:00:00.000Z,24763,29.99,521066,47
1485100,2020-12-18T05:00:00.000Z,16054,34.99,520743,79
945710,2020-02-21T05:00:00.000Z,41078,19.99,517049,75
1599340,2021-06-11T00:00:00.000Z,29328576,0,441056460,71
1203220,2021-08-11T04:00:00.000Z,21573190,0,379256831,74
1144200,2021-12-17T05:00:00.000Z,8920967,49.99,265929390,76
1426210,2021-03-25T04:00:00.000Z,14934651,39.99,238715254,95
1551360,2021-11-08T05:00:00.000Z,7685786,59.99,237485482,89
892970,2021-02-02T05:00:00.000Z,16857780,19.99,220635265,94
1063730,2021-09-28T04:00:00.000Z,7156799,59.99,203118644,67
1517290,2021-11-19T05:00:00.000Z,9798292,59.99,158348987,47
1248130,2021-11-21T05:00:00.000Z,3462388,29.99,100800924,93
1466860,2021-10-28T04:00:00.000Z,3716412,39.99,89977096,86
924970,2021-10-12T04:00:00.000Z,4692549,59.99,78712912,69
1468810,2021-01-27T05:00:00.000Z,6024820,19.99,75010107,54
1196590,2021-05-07T04:00:00.000Z,4127909,49.99,74814824,96
1259420,2021-05-17T04:00:00.000Z,3317803,39.99,70929103,93
1665460,2021-09-29T04:00:00.000Z,7127095,0,60119883,49
1240440,2021-11-15T05:00:00.000Z,12248345,0,57131236,69
1407200,2021-04-28T04:00:00.000Z,4796586,0,56775295,81
1328670,2021-05-14T04:00:00.000Z,2703665,59.99,53417181,91
1325200,2021-02-05T05:00:00.000Z,1779046,49.99,49175549,88
1244460,2021-11-09T05:00:00.000Z,2602863,59.99,49149392,90
1366540,2021-01-20T05:00:00.000Z,3310526,19.99,48063082,98
1384160,2021-06-11T04:00:00.000Z,1753725,39.99,46004804,88
1290000,2021-05-19T04:00:00.000Z,2306128,24.99,43191011,96
1149460,2021-12-03T05:00:00.000Z,1945256,34.99,42588937,73
1092790,2021-10-19T04:00:00.000Z,3779499,19.99,42155905,97
1465360,2021-05-17T04:00:00.000Z,2346918,29.99,42152784,90
985810,2021-07-27T04:00:00.000Z,1567429,0,38468805,64
1794680,2021-12-17T05:00:00.000Z,10262406,4.99,36856032,98
699130,2021-09-21T04:00:00.000Z,2063184,29.99,35372829,83
1476970,2021-04-02T04:00:00.000Z,3099784,0,34863871,81
1184370,2021-09-02T04:00:00.000Z,1734740,19.99,34371856,84
1062090,2021-09-15T04:00:00.000Z,1673408,34.99,32086448,96
740130,2021-09-09T04:00:00.000Z,1231612,39.99,31886647,87
680420,2021-04-01T04:00:00.000Z,1558114,19.99,31128020,67
1527950,2021-12-01T05:00:00.000Z,1374105,34.99,30782110,88
1190000,2021-08-11T04:00:00.000Z,2189484,24.99,29406335,96
1206560,2021-12-02T05:00:00.000Z,1787747,19.99,28831330,95
1435790,2021-10-19T04:00:00.000Z,2536201,19.99,27388082,94
1274570,2021-01-28T05:00:00.000Z,6685926,9.99,27273357,91
1252330,2021-09-13T04:00:00.000Z,1251730,59.99,27164747,76
1533390,2021-02-12T05:00:00.000Z,1445209,19.99,26760375,91
860510,2021-02-10T05:00:00.000Z,2391764,29.99,26644467,93
1088850,2021-10-26T04:00:00.000Z,1320319,59.99,26459924,94
1113560,2021-04-23T04:00:00.000Z,860788,59.99,25813772,88
747660,2021-12-16T05:00:00.000Z,963993,39.99,25448081,86
1124300,2021-08-17T04:00:00.000Z,1279446,49.99,25131458,69
1119730,2021-03-04T05:00:00.000Z,2264486,24.99,23475972,80
1382330,2021-02-22T05:00:00.000Z,831902,59.99,22520667,88
1371580,2021-11-18T05:00:00.000Z,1223346,29.99,22480112,68
930210,2021-02-08T05:00:00.000Z,1306576,19.99,22300854,91
1721470,2021-10-12T04:00:00.000Z,6560388,0,22282141,85
775500,2021-06-24T04:00:00.000Z,742651,79.99,22126425,81
1210320,2021-09-21T04:00:00.000Z,2345686,19.99,21721746,93
997010,2021-06-17T04:00:00.000Z,994117,29.99,21010796,77
1178830,2021-11-11T05:00:00.000Z,1819588,19.99,20787885,92
858820,2021-07-27T04:00:00.000Z,2321422,19.99,20677914,77
1135690,2021-11-01T04:00:00.000Z,1520066,19.99,19979577,93
1149620,2021-09-15T04:00:00.000Z,1452098,19.99,19559922,88
780310,2021-10-14T04:00:00.000Z,1187203,29.99,19293219,91
1432860,2021-06-25T04:00:00.000Z,1098868,24.99,18606722,81
1677740,2021-10-07T04:00:00.000Z,14082478,0,17635415,85
1490890,2021-10-15T04:00:00.000Z,544122,59.99,17588167,87
1338770,2021-06-04T04:00:00.000Z,1242873,39.99,17073653,84
1522820,2021-07-23T04:00:00.000Z,1401241,29.99,16412709,86
1029780,2021-06-01T04:00:00.000Z,878738,24.99,16263219,90
1549970,2021-08-23T04:00:00.000Z,1220161,29.99,15936641,80
1243830,2021-03-23T04:00:00.000Z,866701,39.99,15661140,73
1277400,2021-07-08T04:00:00.000Z,632310,39.99,15276735,82
1455840,2021-03-25T04:00:00.000Z,1621191,13.99,14803704,96
400750,2021-06-11T04:00:00.000Z,1107178,34.99,14683995,84
1180320,2021-12-17T05:00:00.000Z,1819845,0,14591604,10
629820,2021-05-25T04:00:00.000Z,854388,39.99,14355636,89
597820,2021-05-25T04:00:00.000Z,739581,39.99,13598158,66
1509960,2021-05-07T04:00:00.000Z,3928276,4.99,13543746,91
1343370,2021-02-24T05:00:00.000Z,2168090,0,13522459,83
979690,2021-07-29T04:00:00.000Z,1101890,29.99,13484359,74
1369630,2021-01-20T05:00:00.000Z,1136264,24.99,13147306,94
1520470,2021-03-01T05:00:00.000Z,2224335,0,13125671,82
885970,2021-04-29T04:00:00.000Z,724393,29.99,13077719,77
1282730,2021-03-04T05:00:00.000Z,1920117,14.99,12895764,93
1034140,2021-03-26T04:00:00.000Z,598703,39.99,12839460,68
1568590,2021-04-29T04:00:00.000Z,24672001,0,12501553,87
784080,2021-05-26T04:00:00.000Z,664934,29.99,12102178,85
1128920,2021-01-18T05:00:00.000Z,428840,49.99,12045943,87
694280,2021-02-18T05:00:00.000Z,753114,49.99,11924996,86
1715130,2021-09-17T04:00:00.000Z,937090,29.99,11881394,77
1295500,2021-07-22T04:00:00.000Z,488078,39.99,11651780,88
1099410,2021-09-02T04:00:00.000Z,372305,39.99,11301237,72
1127500,2021-07-20T04:00:00.000Z,1359185,9.99,10612881,96
1335790,2021-06-01T04:00:00.000Z,907231,19.99,10390280,87
1003590,2021-08-17T04:00:00.000Z,438409,39.99,10249073,95
936790,2021-09-09T04:00:00.000Z,367399,59.99,10134333,89
1254120,2021-08-06T04:00:00.000Z,3055461,0,9810438,53
1372280,2021-09-29T04:00:00.000Z,388111,49.99,9740064,88
1385380,2021-04-08T04:00:00.000Z,714798,19.99,9653042,82
700600,2021-03-30T04:00:00.000Z,774281,39.99,9549115,69
1672970,2021-09-22T04:00:00.000Z,650583,39.99,9536143,91
1454400,2021-09-01T04:00:00.000Z,2857067,4.99,9348379,97
607080,2021-08-24T04:00:00.000Z,452401,59.99,9270185,96
774181,2021-02-26T05:00:00.000Z,774862,19.99,8964789,98
1419170,2021-03-24T04:00:00.000Z,2577794,0,8792967,94
1495320,2021-03-01T05:00:00.000Z,368188,29.99,8621483,83
976590,2021-09-07T04:00:00.000Z,333243,34.99,8331946,70
491540,2021-03-25T04:00:00.000Z,293874,39.99,8130903,73
1271700,2021-09-30T04:00:00.000Z,519338,39.99,8112358,79
1281590,2021-10-21T04:00:00.000Z,518935,29.99,8083623,89
1276790,2021-11-16T05:00:00.000Z,505256,29.99,8031138,89
1671200,2021-10-21T04:00:00.000Z,985744,0,7994352,73
1105670,2021-06-03T04:00:00.000Z,502881,24.99,7747583,92
1557740,2021-04-01T04:00:00.000Z,1968942,5.99,7606463,95
1466640,2021-08-16T04:00:00.000Z,868687,19.96,7372676,92
1543030,2021-10-21T04:00:00.000Z,511136,29.99,7307910,72
1158850,2021-07-26T04:00:00.000Z,345741,39.99,7100055,94
977880,2021-09-16T04:00:00.000Z,543937,24.99,7085472,84
875210,2021-01-12T05:00:00.000Z,363709,29.99,6933168,54
720620,2021-04-14T04:00:00.000Z,346909,24.99,6840571,91
1509510,2021-10-11T04:00:00.000Z,580804,19.99,6808323,86
1170950,2021-11-23T05:00:00.000Z,227092,39.99,6497005,61
1388880,2021-06-30T04:00:00.000Z,654775,14.99,6482757,97
1619750,2021-12-15T05:00:00.000Z,286671,29.99,6426246,95
1222370,2021-05-31T04:00:00.000Z,378333,39.99,6424127,65
1009560,2021-03-25T04:00:00.000Z,612460,19.99,6408854,79
894020,2021-07-20T04:00:00.000Z,739787,19.99,6392439,93
1157390,2021-01-26T05:00:00.000Z,326742,44.99,6257705,84
1140620,2021-01-20T05:00:00.000Z,68671,0,6157746,57
1257290,2021-01-25T05:00:00.000Z,189620,59.99,5989643,90
1069660,2021-12-10T05:00:00.000Z,211828,34.99,5950719,62
1426450,2021-10-07T04:00:00.000Z,457645,27.99,5909795,76
1737100,2021-11-16T05:00:00.000Z,549189,14.99,5903516,93
1414850,2021-10-04T04:00:00.000Z,423283,49.99,5419425,71
1259790,2021-03-23T04:00:00.000Z,365776,19.99,5237489,82
1388770,2021-01-04T05:00:00.000Z,491046,19.99,5130790,96
898750,2021-10-27T04:00:00.000Z,181489,59.99,5124980,86
1583320,2021-11-15T05:00:00.000Z,840659,4.99,5096908,82
1239020,2021-04-09T04:00:00.000Z,461117,17.99,5042412,59
1137300,2021-11-15T05:00:00.000Z,361120,44.99,5030160,78
1413480,2021-05-20T04:00:00.000Z,228103,49.99,5011047,87
1434950,2021-07-27T04:00:00.000Z,262759,29.99,4957473,88
1674170,2021-08-26T04:00:00.000Z,300673,19.99,4951257,93
872200,2021-07-20T04:00:00.000Z,2903381,0,4920623,74
1342330,2021-01-21T05:00:00.000Z,268457,24.99,4857925,94
1288310,2021-02-03T05:00:00.000Z,1003249,9.99,4789104,98
1110910,2021-08-18T04:00:00.000Z,634982,29.99,4776300,68
1696810,2021-10-01T04:00:00.000Z,170348,29.99,4771463,76
1369670,2021-12-17T05:00:00.000Z,289593,19.99,4748897,94
1607130,2021-08-06T04:00:00.000Z,465565,17.99,4724651,89
1000360,2021-02-16T05:00:00.000Z,402121,17.99,4720508,90
1404850,2021-01-08T05:00:00.000Z,785379,9.99,4688188,93
1424330,2021-01-28T05:00:00.000Z,401902,19.99,4649066,98
1525700,2021-11-16T05:00:00.000Z,701990,14.99,4641814,92
973810,2021-01-28T05:00:00.000Z,514054,29.99,4621639,87
761830,2021-03-18T04:00:00.000Z,487553,19.99,4605473,80
1220140,2021-03-18T04:00:00.000Z,286603,29.99,4579395,76
1827180,2021-12-19T05:00:00.000Z,653656,0,4552504,78
1335830,2021-11-26T05:00:00.000Z,270388,24.99,4539844,80
1562420,2021-09-10T04:00:00.000Z,494744,12.99,4472394,91
1520370,2021-12-16T05:00:00.000Z,352410,15.99,4455781,97
1446650,2021-09-02T04:00:00.000Z,135414,59.99,4428963,82
918570,2021-12-02T05:00:00.000Z,2095544,0,4288294,74
1552350,2021-10-13T04:00:00.000Z,185176,29.99,4200155,90
1559390,2021-11-22T05:00:00.000Z,442872,22.6,4165647,89
1097200,2021-08-19T04:00:00.000Z,330619,24.99,4035595,73
1173810,2021-11-10T05:00:00.000Z,287434,17.99,4021595,89
1547890,2021-11-05T04:00:00.000Z,388701,19.99,4000739,89
874260,2021-07-28T04:00:00.000Z,344628,24.99,3961821,96
1255560,2021-08-26T04:00:00.000Z,178408,34.99,3959804,89
978300,2021-05-21T04:00:00.000Z,281631,29.99,3946129,72
1104280,2021-04-06T04:00:00.000Z,318621,19.99,3936515,82
1173800,2021-09-08T04:00:00.000Z,275424,17.99,3878756,91
488860,2021-09-29T04:00:00.000Z,206950,24.99,3866902,97
1477590,2021-03-17T04:00:00.000Z,128172,44.99,3819609,91
751630,2021-12-09T05:00:00.000Z,248910,19.99,3803710,78
1580240,2021-12-07T05:00:00.000Z,245365,29.99,3792354,89
750130,2021-02-26T05:00:00.000Z,288593,39.99,3757710,76
1584090,2021-06-16T04:00:00.000Z,1114414,5.99,3691565,99
1465070,2021-09-08T04:00:00.000Z,104915,54.99,3654961,75
1580790,2021-06-09T04:00:00.000Z,150230,39.99,3635124,79
1088710,2021-01-28T05:00:00.000Z,385403,19.99,3634580,81
1173770,2021-08-12T04:00:00.000Z,388130,11.99,3604171,95
1556200,2021-04-29T04:00:00.000Z,247316,19.99,3569236,77
1462810,2021-09-02T04:00:00.000Z,208344,49.99,3490678,72
1265820,2021-02-24T05:00:00.000Z,269431,24.99,3464811,90
1618540,2021-07-15T04:00:00.000Z,281400,11.99,3457949,76
1358140,2021-07-29T04:00:00.000Z,200782,19.99,3457449,78
1283410,2021-09-17T04:00:00.000Z,419193,24.99,3451197,88
1134100,2021-05-20T04:00:00.000Z,324177,19.99,3440631,70
1489630,2021-08-10T00:00:00.000Z,153807,29.99,3429868,81
1682970,2021-09-01T04:00:00.000Z,305320,14.99,3411948,95
785770,2021-03-18T04:00:00.000Z,140077,29.99,3391258,61
1173790,2021-08-12T04:00:00.000Z,241284,17.99,3389390,93
1227280,2021-10-14T04:00:00.000Z,327741,19.99,3387771,84
1730910,2021-10-14T04:00:00.000Z,12080,0,3387466,62
1580780,2021-06-09T04:00:00.000Z,137495,39.99,3385641,83
1388590,2021-03-25T04:00:00.000Z,334828,19.99,3346470,93
1138850,2021-12-07T05:00:00.000Z,258109,19.99,3333901,95
1571340,2021-05-06T04:00:00.000Z,94994,44.99,3279857,64
1293160,2021-01-01T05:00:00.000Z,117245,49.99,3252296,89
1220010,2021-01-21T05:00:00.000Z,330922,19.99,3217738,87
1421250,2021-04-16T04:00:00.000Z,406434,10.99,3197117,96
1573360,2021-07-01T04:00:00.000Z,62084,0,3181970,57
1444480,2021-10-02T04:00:00.000Z,208450,19.99,3165674,96
1732190,2021-10-27T04:00:00.000Z,121487,39.99,3159875,82
1330460,2021-02-08T05:00:00.000Z,269041,19.99,3086785,83
1520500,2021-05-13T04:00:00.000Z,158005,29.99,3067301,89
1372810,2021-03-01T05:00:00.000Z,400233,9.99,3061712,87
757310,2021-09-23T04:00:00.000Z,257471,24.99,3050671,86
985830,2021-10-05T04:00:00.000Z,264914,24.99,3026320,77
1571440,2021-04-15T04:00:00.000Z,827529,4.99,2977542,85
1330000,2021-10-14T04:00:00.000Z,221348,19.99,2954662,85
1124180,2021-06-23T04:00:00.000Z,196199,24.99,2951000,89
1342260,2021-06-14T04:00:00.000Z,137287,0,2922618,80
1538570,2021-08-10T04:00:00.000Z,383921,19.99,2916481,73
768520,2021-06-17T04:00:00.000Z,180777,14.99,2906992,70
1684170,2021-10-25T04:00:00.000Z,271726,14.99,2882719,87
1480560,2021-08-10T04:00:00.000Z,289884,19.99,2856281,71
1280780,2021-02-02T05:00:00.000Z,109653,39.99,2841707,75
1687670,2021-08-30T04:00:00.000Z,50359,0,2746460,81
907650,2021-03-09T05:00:00.000Z,199335,39.99,2742188,65
1408230,2021-07-15T04:00:00.000Z,225052,24.99,2728488,98
1390350,2021-09-09T04:00:00.000Z,425251,9.99,2716858,98
990630,2021-10-07T04:00:00.000Z,693325,14.99,2696829,98
1352080,2021-03-15T04:00:00.000Z,963709,0,2691604,69
1195290,2021-11-15T05:00:00.000Z,322556,14.99,2675788,92
1242980,2021-08-31T04:00:00.000Z,257576,24.99,2661860,90
953880,2021-04-08T04:00:00.000Z,387858,14.99,2605534,79
1361320,2021-02-11T05:00:00.000Z,554962,8.99,2581574,99
1229380,2021-03-04T05:00:00.000Z,407891,9.99,2561452,95
1035120,2021-03-11T05:00:00.000Z,190482,19.99,2552205,81
1306630,2021-05-13T04:00:00.000Z,251930,19.99,2539413,86
1714040,2021-09-24T04:00:00.000Z,3668575,0,2526823,90
1287840,2021-10-21T04:00:00.000Z,117819,39.99,2509539,73
1272160,2021-03-04T05:00:00.000Z,252117,19.99,2499719,90
1173780,2021-07-28T04:00:00.000Z,269177,11.99,2496960,82
1227650,2021-03-03T05:00:00.000Z,185203,24.99,2473951,96
1291010,2021-04-29T04:00:00.000Z,400454,16.99,2460225,87
1123050,2021-08-02T04:00:00.000Z,165469,24.99,2457150,85
454120,2021-07-29T04:00:00.000Z,147675,34.99,2455457,57
1341200,2021-12-22T05:00:00.000Z,61381,59.99,2445492,49
1484720,2021-10-19T04:00:00.000Z,287548,14.99,2444899,95
1521580,2021-12-10T05:00:00.000Z,343066,9.99,2443350,93
1276390,2021-11-30T05:00:00.000Z,3307794,0,2441686,84
1517850,2021-12-17T05:00:00.000Z,172759,19.99,2435555,96
1252600,2021-03-30T04:00:00.000Z,135659,0,2420900,69
1198090,2021-04-09T04:00:00.000Z,69032,59.99,2361044,92
1153640,2021-12-03T05:00:00.000Z,187377,24.99,2356901,83
1105500,2021-01-28T05:00:00.000Z,291998,19.99,2345020,91
1515950,2021-05-24T04:00:00.000Z,192912,59.99,2343527,55
1138660,2021-08-10T04:00:00.000Z,199450,24.99,2342297,92
1205450,2021-04-22T04:00:00.000Z,345128,14.99,2332520,95
1182110,2021-04-03T04:00:00.000Z,137688,19.99,2304630,94
1511460,2021-10-15T04:00:00.000Z,135706,24.99,2296661,80
1158370,2021-09-17T04:00:00.000Z,138674,34.99,2274022,76
1443200,2021-06-10T04:00:00.000Z,297445,9.99,2260131,95
1105510,2021-01-28T05:00:00.000Z,285718,19.99,2255888,89
821880,2021-07-26T04:00:00.000Z,180128,19.99,2202614,88
648410,2021-04-06T04:00:00.000Z,92312,39.99,2170645,88
1755920,2021-10-07T04:00:00.000Z,73099,0,2158479,57
1484280,2021-05-06T00:00:00.000Z,90410,39.99,2143895,88
1118240,2021-09-01T04:00:00.000Z,198769,19.99,2125028,87
787810,2021-02-23T05:00:00.000Z,298762,19.99,2115735,78
1493760,2021-10-19T04:00:00.000Z,110149,24.99,2086601,73
671970,2021-10-13T04:00:00.000Z,206819,19.99,2064695,65
1386780,2021-08-09T04:00:00.000Z,170736,29.99,2016883,73
1462570,2021-09-10T04:00:00.000Z,229343,29.99,2009041,89
1076200,2021-06-17T04:00:00.000Z,198121,24.99,2004646,84
1082430,2021-04-08T04:00:00.000Z,436967,9.99,2004512,98
1458100,2021-04-07T04:00:00.000Z,273211,14.99,2001946,90
1591530,2021-07-26T04:00:00.000Z,56358,59.99,1998511,82
1506830,2021-09-30T04:00:00.000Z,2974375,0,1995848,81
1351630,2021-07-06T04:00:00.000Z,56835,59.99,1992976,95
1206610,2021-12-02T05:00:00.000Z,918376,9.99,1981598,84
1502970,2021-04-21T04:00:00.000Z,83872,39.99,1975654,90
824000,2021-06-02T04:00:00.000Z,203052,19.99,1937099,67
1244630,2021-11-11T05:00:00.000Z,175380,19.99,1931314,80
1552550,2021-09-23T04:00:00.000Z,157506,19.99,1925006,91
1098293,2021-03-18T04:00:00.000Z,195650,19.99,1924123,60
842180,2021-11-04T04:00:00.000Z,160614,19.99,1921971,87
1436990,2021-10-23T04:00:00.000Z,646281,4.99,1905502,91
841190,2021-09-14T04:00:00.000Z,164078,21.99,1905137,73
1604000,2021-12-16T05:00:00.000Z,479878,8.99,1890448,97
1330470,2021-10-02T04:00:00.000Z,148371,15.99,1876470,87
427940,2021-06-21T04:00:00.000Z,93881,29.99,1864902,63
1590910,2021-10-26T04:00:00.000Z,155653,19.99,1858139,84
1544360,2021-06-22T04:00:00.000Z,225396,19.99,1841891,83
1794470,2021-11-04T04:00:00.000Z,272824,9.99,1838483,90
760160,2021-09-07T04:00:00.000Z,6532555,0,1836563,76
1111460,2021-11-11T05:00:00.000Z,301460,10.99,1835621,94
1293180,2021-07-14T04:00:00.000Z,122657,24.99,1834775,97
1504500,2021-08-31T04:00:00.000Z,133721,24.99,1808329,96
1451480,2021-07-02T04:00:00.000Z,178406,14.99,1803241,90
1078760,2021-11-17T05:00:00.000Z,212407,19.99,1802336,67
1131620,2021-10-07T04:00:00.000Z,120536,0,1787522,87
1380420,2021-11-16T05:00:00.000Z,136285,24.99,1771758,81
732050,2021-04-15T04:00:00.000Z,90026,24.99,1759366,80
1191120,2021-10-13T04:00:00.000Z,165396,14.99,1758983,88
1566390,2021-08-27T04:00:00.000Z,104191,29.99,1735762,83
1364290,2021-09-09T04:00:00.000Z,102224,19.99,1694033,63
1369760,2021-06-09T04:00:00.000Z,71850,39.99,1692681,65
1143810,2021-07-09T04:00:00.000Z,155868,19.99,1690454,83
1125240,2021-11-03T04:00:00.000Z,107141,19.99,1682669,95
1481080,2021-04-06T04:00:00.000Z,127797,19.99,1670598,96
1119980,2021-09-28T04:00:00.000Z,177181,34.99,1664336,95
941460,2021-08-05T04:00:00.000Z,112889,19.99,1634104,93
1579380,2021-12-06T05:00:00.000Z,215509,19.99,1619146,93
1694420,2021-08-20T04:00:00.000Z,104497,24.99,1596900,95
855740,2021-08-26T04:00:00.000Z,198290,19.99,1586860,88
1609230,2021-06-11T04:00:00.000Z,85615,24.99,1579009,98
1472560,2021-09-16T04:00:00.000Z,176131,19.99,1573764,73
1307580,2021-09-17T04:00:00.000Z,212468,19.99,1562644,99
1043260,2021-10-13T04:00:00.000Z,224807,14.99,1562529,81
1367590,2021-08-26T04:00:00.000Z,224741,19.99,1523270,90
1267540,2021-09-16T04:00:00.000Z,188890,29.99,1516502,78
1701380,2021-10-22T04:00:00.000Z,49242,44.99,1512805,81
1606340,2021-08-17T04:00:00.000Z,64758,29.99,1474802,90
1508570,2021-03-25T04:00:00.000Z,104392,18.99,1471656,72
1716120,2021-12-08T05:00:00.000Z,65889,29.99,1471532,90
1802870,2021-11-18T05:00:00.000Z,353626,5.99,1468572,85
979070,2021-05-20T04:00:00.000Z,258558,14.99,1466289,82
1073910,2021-05-13T04:00:00.000Z,167507,19.99,1465723,78
824600,2021-01-29T05:00:00.000Z,108495,19.99,1458172,97
1471410,2021-11-11T05:00:00.000Z,93539,19.99,1456942,80
1167140,2021-05-18T04:00:00.000Z,158633,24.99,1454413,79
1534980,2021-03-01T05:00:00.000Z,115364,19.99,1440439,94
1392960,2021-09-15T04:00:00.000Z,61057,39.99,1426114,82
1511630,2021-03-17T04:00:00.000Z,67939,24.99,1419832,86
1078350,2021-01-29T05:00:00.000Z,160576,14.99,1401884,94
1123830,2021-05-06T04:00:00.000Z,155582,19.99,1373127,79
1108590,2021-07-29T04:00:00.000Z,191269,19.99,1365733,73
